repo name,repo size, repo clone url
xetorthio/johm,877,https://github.com/xetorthio/johm.git
tomoya92/pybbs,45326,https://github.com/tomoya92/pybbs.git
gitblit/iciql,1229,https://github.com/gitblit/iciql.git
PacktPublishing/Spring-5-in-7-Days-v-,151,https://github.com/PacktPublishing/Spring-5-in-7-Days-v-.git
requery/requery,2912,https://github.com/requery/requery.git
juniorware/sqlite-jpa,17,https://github.com/juniorware/sqlite-jpa.git
zalando-stups/booties,330,https://github.com/zalando-stups/booties.git
Bahmni/OpenElis,58561,https://github.com/Bahmni/OpenElis.git
slyak/spring-data-jpa-extra,934,https://github.com/slyak/spring-data-jpa-extra.git
cbwleft/sms,151,https://github.com/cbwleft/sms.git
jandy-team/jandy,5059,https://github.com/jandy-team/jandy.git
akwei/halo-dal,16397,https://github.com/akwei/halo-dal.git
Zihaoo/miaosha,24499,https://github.com/Zihaoo/miaosha.git
atomikos/transactions-essentials,20237,https://github.com/atomikos/transactions-essentials.git
xautlx/nutch-ajax,20465,https://github.com/xautlx/nutch-ajax.git
houko/SpringBootUnity,13909,https://github.com/houko/SpringBootUnity.git
drumonii/SpringBootTwoDataSources,678,https://github.com/drumonii/SpringBootTwoDataSources.git
in28minutes/spring-master-class,1724,https://github.com/in28minutes/spring-master-class.git
arthurgregorio/library,1144,https://github.com/arthurgregorio/library.git
DICE-UNC/idrop,24600,https://github.com/DICE-UNC/idrop.git
yanndemel/crud-rest-gen,901,https://github.com/yanndemel/crud-rest-gen.git
core-lib/xjar,311,https://github.com/core-lib/xjar.git
ManyDesigns/Portofino,58363,https://github.com/ManyDesigns/Portofino.git
h819/spring-boot,34497,https://github.com/h819/spring-boot.git
jkazama/sample-boot-hibernate,838,https://github.com/jkazama/sample-boot-hibernate.git
LaiZhou/jsongood,168,https://github.com/LaiZhou/jsongood.git
preon/preon,2459,https://github.com/preon/preon.git
neatlife/jframework,212,https://github.com/neatlife/jframework.git
chwshuang/web,3595,https://github.com/chwshuang/web.git
chenerzhu/proxy-pool,231,https://github.com/chenerzhu/proxy-pool.git
FrontierPsychiatrist/spring-oauth-example,271,https://github.com/FrontierPsychiatrist/spring-oauth-example.git
hapifhir/hapi-fhir-jpaserver-starter,301,https://github.com/hapifhir/hapi-fhir-jpaserver-starter.git
zhongxunking/idcenter,527,https://github.com/zhongxunking/idcenter.git
sunitk/multitenancy-dynamic-tenant,44,https://github.com/sunitk/multitenancy-dynamic-tenant.git
php-coder/mystamps,21891,https://github.com/php-coder/mystamps.git
cn-cerc/summer-db,657,https://github.com/cn-cerc/summer-db.git
tennaito/rsql-jpa,211,https://github.com/tennaito/rsql-jpa.git
raphw/byte-buddy,696302,https://github.com/raphw/byte-buddy.git
tumao2/hdw-dubbo,14299,https://github.com/tumao2/hdw-dubbo.git
vijjayy81/spring-boot-jpa-rest-demo-filter-paging-sorting,23,https://github.com/vijjayy81/spring-boot-jpa-rest-demo-filter-paging-sorting.git
openwide-java/artifact-listener,1164,https://github.com/openwide-java/artifact-listener.git
Pishka/MineDonate,33727,https://github.com/Pishka/MineDonate.git
MSaifAsif/sample-skeleton-projects,9093,https://github.com/MSaifAsif/sample-skeleton-projects.git
in28minutes/spring-boot-master-class,359,https://github.com/in28minutes/spring-boot-master-class.git
INCF/eeg-database,168143,https://github.com/INCF/eeg-database.git
OpenGamma/ElSql,260,https://github.com/OpenGamma/ElSql.git
roskart/dropwizard-jaxws,144,https://github.com/roskart/dropwizard-jaxws.git
qq53182347/liugh-parent,317,https://github.com/qq53182347/liugh-parent.git
enesacikoglu/SpringBootAngular4Crud,216,https://github.com/enesacikoglu/SpringBootAngular4Crud.git
wkrzywiec/Library-Spring,1446,https://github.com/wkrzywiec/Library-Spring.git
mndeveci/spring-boot-hibernate-envers,11,https://github.com/mndeveci/spring-boot-hibernate-envers.git
datapublica/hibernate-pg-json,14,https://github.com/datapublica/hibernate-pg-json.git
TexasDigitalLibrary/Vireo,77866,https://github.com/TexasDigitalLibrary/Vireo.git
openwms/org.openwms,83816,https://github.com/openwms/org.openwms.git
chocotan/lolibox,1000,https://github.com/chocotan/lolibox.git
lucee/Lucee4,688921,https://github.com/lucee/Lucee4.git
mahanhz/clean-architecture-example,234,https://github.com/mahanhz/clean-architecture-example.git
CarGuo/GSYSpringBootTemplate,112,https://github.com/CarGuo/GSYSpringBootTemplate.git
ccunarro/OrdersBackend,434,https://github.com/ccunarro/OrdersBackend.git
klemens/openolat,239396,https://github.com/klemens/openolat.git
stackhou/Java-Research,264,https://github.com/stackhou/Java-Research.git
in28minutes/spring-microservices,50036,https://github.com/in28minutes/spring-microservices.git
anselleeyy/logistics-back,2061,https://github.com/anselleeyy/logistics-back.git
cacheonix/cacheonix-core,114837,https://github.com/cacheonix/cacheonix-core.git
kongchen/swagger-maven-plugin,2077,https://github.com/kongchen/swagger-maven-plugin.git
heisedebaise/tephra,2300,https://github.com/heisedebaise/tephra.git
in28minutes/MockitoTutorialForBeginners,777,https://github.com/in28minutes/MockitoTutorialForBeginners.git
Alfresco/alfresco-core,576,https://github.com/Alfresco/alfresco-core.git
jcrygier/graphql-jpa,150,https://github.com/jcrygier/graphql-jpa.git
xvik/dropwizard-guicey-examples,184,https://github.com/xvik/dropwizard-guicey-examples.git
yueshutong/AIPa,459,https://github.com/yueshutong/AIPa.git
givanthak/spring-boot-rest-api-tutorial,86,https://github.com/givanthak/spring-boot-rest-api-tutorial.git
huanglong0438/dc_network_disk,3971,https://github.com/huanglong0438/dc_network_disk.git
ssherwood/spring-boot-jpa,335,https://github.com/ssherwood/spring-boot-jpa.git
watermelon-lee/Forum-Community,103493,https://github.com/watermelon-lee/Forum-Community.git
TyCoding/ssh,793,https://github.com/TyCoding/ssh.git
FroMage/redpipe,2335,https://github.com/FroMage/redpipe.git
scbushan05/book-api,14,https://github.com/scbushan05/book-api.git
illyasviel/elide-spring-boot,182,https://github.com/illyasviel/elide-spring-boot.git
zhuoqianmingyue/springbootexamples,1027,https://github.com/zhuoqianmingyue/springbootexamples.git
PikaTimer/pikatimer,1520,https://github.com/PikaTimer/pikatimer.git
federicodotta/Java-Deserialization-Scanner,21741,https://github.com/federicodotta/Java-Deserialization-Scanner.git
xjodoin/torpedoquery,1771,https://github.com/xjodoin/torpedoquery.git
Shehanka/RentLio,14964,https://github.com/Shehanka/RentLio.git
JD-Software/JDeSurvey,78877,https://github.com/JD-Software/JDeSurvey.git
wiselyman/uaa-zuul,1381,https://github.com/wiselyman/uaa-zuul.git
damienbeaufils/clean-architecture-demo,204,https://github.com/damienbeaufils/clean-architecture-demo.git
