repo name,repo size, repo clone url
drftpd-ng/drftpd3,478030,https://github.com/drftpd-ng/drftpd3.git
kingston-csj/jforgame,767,https://github.com/kingston-csj/jforgame.git
dengjifu/SpringBoot-Learning,112,https://github.com/dengjifu/SpringBoot-Learning.git
Huomen/highdsa,5149,https://github.com/Huomen/highdsa.git
junit-pioneer/junit-pioneer,380,https://github.com/junit-pioneer/junit-pioneer.git
yangxiaobing175/contentManagerSystem,10319,https://github.com/yangxiaobing175/contentManagerSystem.git
gammaliu/tagme,317,https://github.com/gammaliu/tagme.git
svenkubiak/mangooio,44310,https://github.com/svenkubiak/mangooio.git
muyinchen/migo-security,2379,https://github.com/muyinchen/migo-security.git
CoffeeLatte007/slothlog,24,https://github.com/CoffeeLatte007/slothlog.git
webfolderio/cdp4j,2133,https://github.com/webfolderio/cdp4j.git
hao117/bee-apm,1371,https://github.com/hao117/bee-apm.git
gazbert/bxbot,4176,https://github.com/gazbert/bxbot.git
StevenWash/xxshop,6689,https://github.com/StevenWash/xxshop.git
oldratlee/log4j2-ttl-thread-context-map,91,https://github.com/oldratlee/log4j2-ttl-thread-context-map.git
aerospike/aerospike-loader,152,https://github.com/aerospike/aerospike-loader.git
ronniedong/Expect-for-Java,116,https://github.com/ronniedong/Expect-for-Java.git
datacite/mds,2610,https://github.com/datacite/mds.git
ApptuitAI/JInsight,1006,https://github.com/ApptuitAI/JInsight.git
shuzheng/zheng,41239,https://github.com/shuzheng/zheng.git
vbauer/herald,658,https://github.com/vbauer/herald.git
jembi/openxds,87051,https://github.com/jembi/openxds.git
Ethanim/seckill,592,https://github.com/Ethanim/seckill.git
backkoms/web-api-demo,128,https://github.com/backkoms/web-api-demo.git
ygaller/spark-with-request-logger,8,https://github.com/ygaller/spark-with-request-logger.git
864381832/xJavaFxTool,279715,https://github.com/864381832/xJavaFxTool.git
EinsamHauer/disthene,291,https://github.com/EinsamHauer/disthene.git
duhanmin/Spark-Streaming,22,https://github.com/duhanmin/Spark-Streaming.git
lennartkoopmann/nzyme,2670,https://github.com/lennartkoopmann/nzyme.git
MicroFocus/ALMOctaneJavaRESTSDK,2538,https://github.com/MicroFocus/ALMOctaneJavaRESTSDK.git
cs-au-dk/TAJS,73253,https://github.com/cs-au-dk/TAJS.git
abused/World-Border,7548,https://github.com/abused/World-Border.git
benmfaul/XRTB,213837,https://github.com/benmfaul/XRTB.git
couchbase/couchbase-jvm-core,4873,https://github.com/couchbase/couchbase-jvm-core.git
eclipse/gemini.blueprint,11769,https://github.com/eclipse/gemini.blueprint.git
guardian/kinesis-logback-appender,86,https://github.com/guardian/kinesis-logback-appender.git
NoraUi/NoraUi,206241,https://github.com/NoraUi/NoraUi.git
sontx/chat-socket,4085,https://github.com/sontx/chat-socket.git
awslabs/aws-serverless-java-archetype,15,https://github.com/awslabs/aws-serverless-java-archetype.git
zhanggh/mtools,4030,https://github.com/zhanggh/mtools.git
david78k/anarchyape,764,https://github.com/david78k/anarchyape.git
haifeiWu/disruptor-learn,14,https://github.com/haifeiWu/disruptor-learn.git
epam/java-cme-mdp3-handler,105216,https://github.com/epam/java-cme-mdp3-handler.git
ArturSpirin/YouTube-Appium-Framework,17280,https://github.com/ArturSpirin/YouTube-Appium-Framework.git
apifest/apifest-oauth20,472,https://github.com/apifest/apifest-oauth20.git
heimuheimu/naiveasync,357,https://github.com/heimuheimu/naiveasync.git
mspnp/ha-nva,38313,https://github.com/mspnp/ha-nva.git
chauth/confluence_http_authenticator,10249,https://github.com/chauth/confluence_http_authenticator.git
HewlettPackard/logger,299,https://github.com/HewlettPackard/logger.git
indeedeng/vowpal-wabbit-java,104651,https://github.com/indeedeng/vowpal-wabbit-java.git
backkoms/web-service-demo,85,https://github.com/backkoms/web-service-demo.git
ieg-vienna/TimeBench,3561,https://github.com/ieg-vienna/TimeBench.git
yahoo/sherlock,924,https://github.com/yahoo/sherlock.git
iotaledger/ict,2754,https://github.com/iotaledger/ict.git
8bitbuddhist/Java-Logging-Framework-Benchmark,67,https://github.com/8bitbuddhist/Java-Logging-Framework-Benchmark.git
ryiann/ssm-parent,83,https://github.com/ryiann/ssm-parent.git
archi-contribs/snow-import-plugin,42691,https://github.com/archi-contribs/snow-import-plugin.git
ymartineau/peers,4110,https://github.com/ymartineau/peers.git
EdisonChou/EDC.SpringBoot.Samples,392,https://github.com/EdisonChou/EDC.SpringBoot.Samples.git
bbossgroups/bboss-plugins,42961,https://github.com/bbossgroups/bboss-plugins.git
hakdogan/Java9-module-system-with-maven,614,https://github.com/hakdogan/Java9-module-system-with-maven.git
gzz2017gzz/spring-boot2-example,1174,https://github.com/gzz2017gzz/spring-boot2-example.git
forax/beautiful_logger,200,https://github.com/forax/beautiful_logger.git
egojit8/easyweb,7539,https://github.com/egojit8/easyweb.git
geekbeast/rhizome,1855,https://github.com/geekbeast/rhizome.git
Tomandy08/ApiAutoTest,74,https://github.com/Tomandy08/ApiAutoTest.git
MOBX/mobpush-api-java-client,2132,https://github.com/MOBX/mobpush-api-java-client.git
ltsopensource/light-task-scheduler,99961,https://github.com/ltsopensource/light-task-scheduler.git
android10/frodo2,310,https://github.com/android10/frodo2.git
hzdavid/findConflicts,29,https://github.com/hzdavid/findConflicts.git
headwirecom/aem-ide-tooling-4-intellij,173285,https://github.com/headwirecom/aem-ide-tooling-4-intellij.git
JavaOPs/basejava,58,https://github.com/JavaOPs/basejava.git
suninformation/ymate-platform-v2,2347,https://github.com/suninformation/ymate-platform-v2.git
JavaWebinar/basejava,380,https://github.com/JavaWebinar/basejava.git
solita/kansalaisaloite,13509,https://github.com/solita/kansalaisaloite.git
jsendnsca/jsendnsca,314,https://github.com/jsendnsca/jsendnsca.git
bluemapleman/NewsRecommendSystem,2289,https://github.com/bluemapleman/NewsRecommendSystem.git
yegor256/takes,30685,https://github.com/yegor256/takes.git
spotify/heroic,8935,https://github.com/spotify/heroic.git
aliyun/aliyun-log-logback-appender,97,https://github.com/aliyun/aliyun-log-logback-appender.git
OpenEstate/OpenEstate-IO,9622,https://github.com/OpenEstate/OpenEstate-IO.git
ziqizhang/sti,327533,https://github.com/ziqizhang/sti.git
pellierd/pddl4j,22949,https://github.com/pellierd/pddl4j.git
songxinjianqwe/WebServer,408,https://github.com/songxinjianqwe/WebServer.git
epam/JDI,70668,https://github.com/epam/JDI.git
jiaoqiyuan/liaoxuefeng_javase,6321,https://github.com/jiaoqiyuan/liaoxuefeng_javase.git
liuwenru/FabricJavaSDKExamples,498,https://github.com/liuwenru/FabricJavaSDKExamples.git
pcafstockf/PokerFace,6995,https://github.com/pcafstockf/PokerFace.git
nsoft/jesterj,4529,https://github.com/nsoft/jesterj.git
haasted/TestLogCollectors,141,https://github.com/haasted/TestLogCollectors.git
3zamn/kingMicro,12590,https://github.com/3zamn/kingMicro.git
JAdmin-JAVA/JAdmin,14476,https://github.com/JAdmin-JAVA/JAdmin.git
assemblits/eru,30977,https://github.com/assemblits/eru.git
performancecopilot/parfait,2737,https://github.com/performancecopilot/parfait.git
bridgedb/BridgeDb,30082,https://github.com/bridgedb/BridgeDb.git
DV8FromTheWorld/JDA,25225,https://github.com/DV8FromTheWorld/JDA.git
dwing4g/jane,56013,https://github.com/dwing4g/jane.git
huaweicloud/huaweicloud-sdk-java-obs,777,https://github.com/huaweicloud/huaweicloud-sdk-java-obs.git
Nastel/tnt4j-stream-jmx,970,https://github.com/Nastel/tnt4j-stream-jmx.git
eBay/DASTProxy,90718,https://github.com/eBay/DASTProxy.git
logzio/jmx2graphite,163,https://github.com/logzio/jmx2graphite.git
nekolr/ssm-starter,393,https://github.com/nekolr/ssm-starter.git
Permafrost/Tundra.java,3760,https://github.com/Permafrost/Tundra.java.git
jxblum/spring-boot-gemfire-server-example,90,https://github.com/jxblum/spring-boot-gemfire-server-example.git
embulk/embulk-executor-mapreduce,338,https://github.com/embulk/embulk-executor-mapreduce.git
dingxin/proguard-maven-plugin,9,https://github.com/dingxin/proguard-maven-plugin.git
bigtester/automation-test-engine,248168,https://github.com/bigtester/automation-test-engine.git
apache/bigtop,44224,https://github.com/apache/bigtop.git
joyang1/slf4j4json,160,https://github.com/joyang1/slf4j4json.git
cyrilcc/org.openhab.binding.rflink,991,https://github.com/cyrilcc/org.openhab.binding.rflink.git
HewlettPackard/oneview-sdk-java,12086,https://github.com/HewlettPackard/oneview-sdk-java.git
shankybnl/selenium_BDD_framework,28869,https://github.com/shankybnl/selenium_BDD_framework.git
isaaceindhoven/isaac-dotcms-advancedsearch,5436,https://github.com/isaaceindhoven/isaac-dotcms-advancedsearch.git
jresoort/kafkastreams-workshop,90,https://github.com/jresoort/kafkastreams-workshop.git
microsoft/azure-chat-for-java,30154,https://github.com/microsoft/azure-chat-for-java.git
mengjiann/aws-lambda-s3,54,https://github.com/mengjiann/aws-lambda-s3.git
cheongwen/app-test,67,https://github.com/cheongwen/app-test.git
Programming-Systems-Lab/vmvm,6830,https://github.com/Programming-Systems-Lab/vmvm.git
PacktPublishing/Learn-Java-12-Programming,3479,https://github.com/PacktPublishing/Learn-Java-12-Programming.git
zondacker/DbHelper,123,https://github.com/zondacker/DbHelper.git
streamlio/pulsar-java-tutorial,133,https://github.com/streamlio/pulsar-java-tutorial.git
durimkryeziu/jersey-2.x-webapp-for-servlet-container,1107,https://github.com/durimkryeziu/jersey-2.x-webapp-for-servlet-container.git
shinians/springboot-demos,155,https://github.com/shinians/springboot-demos.git
codingXiaxw/seckill,21525,https://github.com/codingXiaxw/seckill.git
hupfdule/apron,151,https://github.com/hupfdule/apron.git
heimuheimu/naivemonitor,392,https://github.com/heimuheimu/naivemonitor.git
yahoo/xpath_proto_builder,105,https://github.com/yahoo/xpath_proto_builder.git
terrischwartz/tus_servlet,93,https://github.com/terrischwartz/tus_servlet.git
bbottema/simple-java-mail,7892,https://github.com/bbottema/simple-java-mail.git
NativeScript/functional-tests,902,https://github.com/NativeScript/functional-tests.git
smartnsoft/droid4me,19398,https://github.com/smartnsoft/droid4me.git
sensiasoft/lib-swe-common,3349,https://github.com/sensiasoft/lib-swe-common.git
wangguanquan/eec,2673,https://github.com/wangguanquan/eec.git
CODAIT/stocator,1214,https://github.com/CODAIT/stocator.git
dikhan/pagerduty-client,185,https://github.com/dikhan/pagerduty-client.git
jenkinsci/audit-log-plugin,119,https://github.com/jenkinsci/audit-log-plugin.git
eomcs/eomcs-java-project,565,https://github.com/eomcs/eomcs-java-project.git
xuminwlt/j360-boot-app-all,2282,https://github.com/xuminwlt/j360-boot-app-all.git
hisenyuan/SSM_BookSystem,227,https://github.com/hisenyuan/SSM_BookSystem.git
manrajgrover/InventoryManagement,27344,https://github.com/manrajgrover/InventoryManagement.git
awslabs/dynamodb-key-diagnostics-library,78,https://github.com/awslabs/dynamodb-key-diagnostics-library.git
yjmyzz/spring-oauth-server,182,https://github.com/yjmyzz/spring-oauth-server.git
pivotalguru/gplink,6952,https://github.com/pivotalguru/gplink.git
yandex-money-tech/log4j-count-appender,150,https://github.com/yandex-money-tech/log4j-count-appender.git
zenbones/SmallMind,23366,https://github.com/zenbones/SmallMind.git
Pokechu22/WorldDownloader-Serverside-Companion,224,https://github.com/Pokechu22/WorldDownloader-Serverside-Companion.git
shijiebei2009/RedisDirectory,82,https://github.com/shijiebei2009/RedisDirectory.git
tianzi94wob/task-schedule,495,https://github.com/tianzi94wob/task-schedule.git
Appdynamics/rabbitmq-monitoring-extension,337,https://github.com/Appdynamics/rabbitmq-monitoring-extension.git
reddr/LibScout,63007,https://github.com/reddr/LibScout.git
Netflix/iep,4196,https://github.com/Netflix/iep.git
OpenFeign/feign,2717,https://github.com/OpenFeign/feign.git
handsomezhou/XDesktopHelper,48149,https://github.com/handsomezhou/XDesktopHelper.git
nisicheng/Invoicing,21805,https://github.com/nisicheng/Invoicing.git
ApplauseOSS/ConsumerGraph,72,https://github.com/ApplauseOSS/ConsumerGraph.git
Minecrell/TerminalConsoleAppender,204,https://github.com/Minecrell/TerminalConsoleAppender.git
Scout24/yum-repo-server,2332,https://github.com/Scout24/yum-repo-server.git
MasatoKokubo/DebugTrace-java,339,https://github.com/MasatoKokubo/DebugTrace-java.git
nroduit/weasis-pacs-connector,484,https://github.com/nroduit/weasis-pacs-connector.git
sambenz/URingPaxos,2025,https://github.com/sambenz/URingPaxos.git
apifest/apifest,342,https://github.com/apifest/apifest.git
fang-yan-peng/eagle,27729,https://github.com/fang-yan-peng/eagle.git
reportportal/agent-java-testNG,382,https://github.com/reportportal/agent-java-testNG.git
acionescu/event-bus,176,https://github.com/acionescu/event-bus.git
matt-richardson/teamcity-octopus-build-trigger-plugin,9135,https://github.com/matt-richardson/teamcity-octopus-build-trigger-plugin.git
sunyinjie/logger-tools,13,https://github.com/sunyinjie/logger-tools.git
fengwenyi/ssm,14849,https://github.com/fengwenyi/ssm.git
SWAutoTester/automateit,232393,https://github.com/SWAutoTester/automateit.git
godaddy/godaddy-logger,110,https://github.com/godaddy/godaddy-logger.git
coderczp/Mycat_plus,20550,https://github.com/coderczp/Mycat_plus.git
geekidea/spring-boot-assembly,62,https://github.com/geekidea/spring-boot-assembly.git
huangjian888/jeeweb-mybatis-springboot,13319,https://github.com/huangjian888/jeeweb-mybatis-springboot.git
jpcsp/jpcsp,168249,https://github.com/jpcsp/jpcsp.git
tbwork/anole-loader,1047,https://github.com/tbwork/anole-loader.git
dadazao/yunplatform,27364,https://github.com/dadazao/yunplatform.git
MeYoung/cucumber_restassured,17,https://github.com/MeYoung/cucumber_restassured.git
Robin-jiangyufeng/LazyLogger,936,https://github.com/Robin-jiangyufeng/LazyLogger.git
stateIs0/interface21,11737,https://github.com/stateIs0/interface21.git
pokerfaceSad/JARVIS,12062,https://github.com/pokerfaceSad/JARVIS.git
Corvey/Exam-Online,3691,https://github.com/Corvey/Exam-Online.git
mh47838704/IMJavaSparrow,5287,https://github.com/mh47838704/IMJavaSparrow.git
kohsuke/libzfs4j,264,https://github.com/kohsuke/libzfs4j.git
1181888200/Study,2037,https://github.com/1181888200/Study.git
davichi11/my-spring-boot-project,5182,https://github.com/davichi11/my-spring-boot-project.git
N3LX/JYpm,553,https://github.com/N3LX/JYpm.git
